x,y,is_anomaly,timestamp
97,44.13,False,2026-08-31 23:32:56
98,46.49,False,2026-08-31 23:32:56
99,57.07,False,2026-08-31 23:32:56
100,57.2,False,2026-08-31 23:32:57
101,94.8,True,2026-08-31 23:32:57
102,44.56,False,2026-08-31 23:32:57
103,53.07,False,2026-08-31 23:32:57
104,44.52,False,2026-08-31 23:32:57
105,59.53,False,2026-08-31 23:32:57
106,48.72,False,2026-08-31 23:32:57
107,99.94,True,2026-08-31 23:32:58
108,40.8,True,2026-08-31 23:32:58
109,56.73,False,2026-08-31 23:32:58
110,43.06,False,2026-08-31 23:32:58
111,86.24,True,2026-08-31 23:32:58
112,45.88,False,2026-08-31 23:32:58
113,52.63,False,2026-08-31 23:32:58
114,45.91,False,2026-08-31 23:32:59
115,47.51,False,2026-08-31 23:32:59
116,92.41,True,2026-08-31 23:32:59
117,83.25,True,2026-08-31 23:32:59
118,50.36,False,2026-08-31 23:32:59
119,54.68,False,2026-08-31 23:32:59
120,81.18,True,2026-08-31 23:32:59
121,56.86,False,2026-08-31 23:33:00
122,38.3,True,2026-08-31 23:33:00
123,43.28,False,2026-08-31 23:33:00
124,51.52,False,2026-08-31 23:33:00
125,91.7,True,2026-08-31 23:33:00
126,55.14,False,2026-08-31 23:33:00
127,40.89,True,2026-08-31 23:33:00
128,52.19,False,2026-08-31 23:33:00
129,51.37,False,2026-08-31 23:33:01
130,50.53,False,2026-08-31 23:33:01
131,57.11,False,2026-08-31 23:33:01
132,55.87,False,2026-08-31 23:33:01
133,48.84,False,2026-08-31 23:33:01
134,47.27,False,2026-08-31 23:33:01
135,53.82,False,2026-08-31 23:33:01
136,44.16,False,2026-08-31 23:33:02
137,56.63,False,2026-08-31 23:33:02
138,49.25,False,2026-08-31 23:33:02
139,41.21,False,2026-08-31 23:33:02
140,53.01,False,2026-08-31 23:33:02
141,51.18,False,2026-08-31 23:33:02
142,50.61,False,2026-08-31 23:33:02
143,50.88,False,2026-08-31 23:33:03
144,44.92,False,2026-08-31 23:33:03
145,48.09,False,2026-08-31 23:33:03
146,54.87,False,2026-08-31 23:33:03
147,52.85,False,2026-08-31 23:33:03
148,59.62,False,2026-08-31 23:33:03
149,52.79,False,2026-08-31 23:33:03
150,54.1,False,2026-08-31 23:33:04
151,45.78,False,2026-08-31 23:33:04
152,43.04,False,2026-08-31 23:33:04
153,56.74,False,2026-08-31 23:33:04
154,48.3,False,2026-08-31 23:33:04
155,40.04,True,2026-08-31 23:33:04
156,47.17,False,2026-08-31 23:33:04
157,55.45,False,2026-08-31 23:33:05
158,53.99,False,2026-08-31 23:33:05
159,48.47,False,2026-08-31 23:33:05
160,42.53,False,2026-08-31 23:33:05
161,86.73,True,2026-08-31 23:33:05
162,57.02,False,2026-08-31 23:33:05
163,50.49,False,2026-08-31 23:33:05
164,39.12,True,2026-08-31 23:33:06
165,44.98,False,2026-08-31 23:33:06
166,45.45,False,2026-08-31 23:33:06
167,44.79,False,2026-08-31 23:33:06
168,51.98,False,2026-08-31 23:33:06
169,52.58,False,2026-08-31 23:33:06
170,45.59,False,2026-08-31 23:33:06
171,54.33,False,2026-08-31 23:33:07
172,50.25,False,2026-08-31 23:33:07
173,92.6,True,2026-08-31 23:33:07
174,52.63,False,2026-08-31 23:33:07
175,51.84,False,2026-08-31 23:33:07
176,57.05,False,2026-08-31 23:33:07
177,56.59,False,2026-08-31 23:33:07
178,37.77,True,2026-08-31 23:33:08
179,50.99,False,2026-08-31 23:33:08
180,56.64,False,2026-08-31 23:33:08
181,80.33,True,2026-08-31 23:33:08
182,45.99,False,2026-08-31 23:33:08
183,43.55,False,2026-08-31 23:33:08
184,52.8,False,2026-08-31 23:33:08
185,45.97,False,2026-08-31 23:33:09
186,48.09,False,2026-08-31 23:33:09
187,55.13,False,2026-08-31 23:33:09
188,58.74,False,2026-08-31 23:33:09
189,39.09,True,2026-08-31 23:33:09
190,42.8,False,2026-08-31 23:33:09
191,45.89,False,2026-08-31 23:33:09
192,48.5,False,2026-08-31 23:33:10
193,54.81,False,2026-08-31 23:33:10
194,56.6,False,2026-08-31 23:33:10
195,51.95,False,2026-08-31 23:33:10
196,59.17,False,2026-08-31 23:33:10
197,45.62,False,2026-08-31 23:33:10
198,47.29,False,2026-08-31 23:33:10
199,51.61,False,2026-08-31 23:33:11
0,51.07,False,2026-08-31 23:43:07
1,49.9,False,2026-08-31 23:43:08
2,57.46,False,2026-08-31 23:43:08
3,80.11,True,2026-08-31 23:43:08
4,37.79,True,2026-08-31 23:43:08
5,46.99,False,2026-08-31 23:43:08
6,52.38,False,2026-08-31 23:43:08
7,47.57,False,2026-08-31 23:43:08
8,50.68,False,2026-08-31 23:43:09
9,52.52,False,2026-08-31 23:43:09
10,44.93,False,2026-08-31 23:43:09
11,48.75,False,2026-08-31 23:43:09
12,56.32,False,2026-08-31 23:43:09
13,89.07,True,2026-08-31 23:43:09
14,46.61,False,2026-08-31 23:43:09
15,82.13,True,2026-08-31 23:43:10
16,55.05,False,2026-08-31 23:43:10
17,46.77,False,2026-08-31 23:43:10
18,45.64,False,2026-08-31 23:43:10
19,58.63,False,2026-08-31 23:43:10
20,93.16,True,2026-08-31 23:43:10
21,49.31,False,2026-08-31 23:43:10
22,53.97,False,2026-08-31 23:43:10
23,49.3,False,2026-08-31 23:43:11
24,46.82,False,2026-08-31 23:43:11
25,84.16,True,2026-08-31 23:43:11
26,94.8,True,2026-08-31 23:43:11
27,63.02,True,2026-08-31 23:43:11
28,43.72,False,2026-08-31 23:43:11
29,52.28,False,2026-08-31 23:43:11
30,54.17,False,2026-08-31 23:43:12
31,82.24,True,2026-08-31 23:43:12
32,52.56,False,2026-08-31 23:43:12
33,49.98,False,2026-08-31 23:43:12
34,42.23,False,2026-08-31 23:43:12
35,51.95,False,2026-08-31 23:43:12
36,41.37,False,2026-08-31 23:43:12
37,50.2,False,2026-08-31 23:43:13
38,43.52,False,2026-08-31 23:43:13
39,47.93,False,2026-08-31 23:43:13
40,83.66,True,2026-08-31 23:43:13
41,80.17,True,2026-08-31 23:43:13
42,46.38,False,2026-08-31 23:43:13
43,55.45,False,2026-08-31 23:43:13
44,47.02,False,2026-08-31 23:43:14
45,46.62,False,2026-08-31 23:43:14
46,46.56,False,2026-08-31 23:43:14
47,99.5,True,2026-08-31 23:43:14
48,82.7,True,2026-08-31 23:43:14
49,54.35,False,2026-08-31 23:43:14
50,42.98,False,2026-08-31 23:43:14
51,54.17,False,2026-08-31 23:43:15
52,52.22,False,2026-08-31 23:43:15
53,45.53,False,2026-08-31 23:43:15
54,57.32,False,2026-08-31 23:43:15
55,46.71,False,2026-08-31 23:43:15
56,53.79,False,2026-08-31 23:43:15
57,44.56,False,2026-08-31 23:43:15
58,60.28,True,2026-08-31 23:43:16
59,41.64,False,2026-08-31 23:43:16
60,45.91,False,2026-08-31 23:43:16
61,50.57,False,2026-08-31 23:43:16
62,49.86,False,2026-08-31 23:43:16
63,56.87,False,2026-08-31 23:43:16
64,89.11,True,2026-08-31 23:43:16
65,47.65,False,2026-08-31 23:43:17
66,89.82,True,2026-08-31 23:43:17
67,55.55,False,2026-08-31 23:43:17
68,48.65,False,2026-08-31 23:43:17
69,54.82,False,2026-08-31 23:43:17
70,93.07,True,2026-08-31 23:43:17
71,51.52,False,2026-08-31 23:43:17
72,40.23,True,2026-08-31 23:43:18
73,49.41,False,2026-08-31 23:43:18
74,94.21,True,2026-08-31 23:43:18
75,64.61,True,2026-08-31 23:43:18
76,57.86,False,2026-08-31 23:43:18
77,51.47,False,2026-08-31 23:43:18
78,49.13,False,2026-08-31 23:43:18
79,51.63,False,2026-08-31 23:43:18
80,51.14,False,2026-08-31 23:43:19
81,43.91,False,2026-08-31 23:43:19
82,46.78,False,2026-08-31 23:43:19
83,96.6,True,2026-08-31 23:43:19
84,97.28,True,2026-08-31 23:43:19
85,50.64,False,2026-08-31 23:43:19
86,53.2,False,2026-08-31 23:43:19
87,41.06,False,2026-08-31 23:43:20
88,46.39,False,2026-08-31 23:43:20
89,44.79,False,2026-08-31 23:43:20
90,49.18,False,2026-08-31 23:43:20
91,42.0,False,2026-08-31 23:43:20
92,64.1,True,2026-08-31 23:43:20
93,54.08,False,2026-08-31 23:43:20
94,50.44,False,2026-08-31 23:43:21
95,41.47,False,2026-08-31 23:43:21
96,46.6,False,2026-08-31 23:43:21
97,41.69,False,2026-08-31 23:43:21
98,34.44,True,2026-08-31 23:43:21
99,57.76,False,2026-08-31 23:43:21
100,85.84,True,2026-08-31 23:43:21
101,82.0,True,2026-08-31 23:43:22
102,54.6,False,2026-08-31 23:43:22
103,46.98,False,2026-08-31 23:43:22
104,48.5,False,2026-08-31 23:43:22
105,48.72,False,2026-08-31 23:43:22
106,49.78,False,2026-08-31 23:43:22
107,44.18,False,2026-08-31 23:43:22
108,43.79,False,2026-08-31 23:43:23
109,50.43,False,2026-08-31 23:43:23
110,51.43,False,2026-08-31 23:43:23
111,44.04,False,2026-08-31 23:43:23
112,52.71,False,2026-08-31 23:43:23
113,50.19,False,2026-08-31 23:43:23
114,52.01,False,2026-08-31 23:43:23
115,43.41,False,2026-08-31 23:43:24
116,59.42,False,2026-08-31 23:43:24
117,46.66,False,2026-08-31 23:43:24
118,60.26,True,2026-08-31 23:43:24
119,51.07,False,2026-08-31 23:43:24
120,50.39,False,2026-08-31 23:43:24
121,52.82,False,2026-08-31 23:43:24
122,43.29,False,2026-08-31 23:43:25
123,49.13,False,2026-08-31 23:43:25
124,55.36,False,2026-08-31 23:43:25
125,54.64,False,2026-08-31 23:43:25
126,56.33,False,2026-08-31 23:43:25
127,50.37,False,2026-08-31 23:43:25
128,49.36,False,2026-08-31 23:43:25
129,45.01,False,2026-08-31 23:43:26
130,42.11,False,2026-08-31 23:43:26
131,56.7,False,2026-08-31 23:43:26
132,51.37,False,2026-08-31 23:43:26
133,88.77,True,2026-08-31 23:43:26
134,40.78,True,2026-08-31 23:43:26
135,96.45,True,2026-08-31 23:43:26
136,51.83,False,2026-08-31 23:43:27
137,45.31,False,2026-08-31 23:43:27
138,59.92,True,2026-08-31 23:43:27
139,58.18,False,2026-08-31 23:43:27
140,56.81,False,2026-08-31 23:43:27
141,58.62,False,2026-08-31 23:43:27
142,47.74,False,2026-08-31 23:43:27
143,49.46,False,2026-08-31 23:43:28
144,49.01,False,2026-08-31 23:43:28
145,86.96,True,2026-08-31 23:43:28
146,49.11,False,2026-08-31 23:43:28
147,48.83,False,2026-08-31 23:43:28
148,46.55,False,2026-08-31 23:43:28
149,53.17,False,2026-08-31 23:43:28
150,50.97,False,2026-08-31 23:43:29
151,46.74,False,2026-08-31 23:43:29
152,96.47,True,2026-08-31 23:43:29
153,48.12,False,2026-08-31 23:43:29
154,45.78,False,2026-08-31 23:43:29
155,85.86,True,2026-08-31 23:43:29
156,53.99,False,2026-08-31 23:43:29
157,46.08,False,2026-08-31 23:43:30
158,58.06,False,2026-08-31 23:43:30
159,56.39,False,2026-08-31 23:43:30
160,54.93,False,2026-08-31 23:43:30
161,33.87,True,2026-08-31 23:43:30
162,83.48,True,2026-08-31 23:43:30
163,50.56,False,2026-08-31 23:43:30
164,42.46,False,2026-08-31 23:43:31
165,53.15,False,2026-08-31 23:43:31
166,47.44,False,2026-08-31 23:43:31
167,50.01,False,2026-08-31 23:43:31
168,47.66,False,2026-08-31 23:43:31
169,95.37,True,2026-08-31 23:43:31
170,96.44,True,2026-08-31 23:43:31
171,52.98,False,2026-08-31 23:43:32
172,51.59,False,2026-08-31 23:43:32
173,46.02,False,2026-08-31 23:43:32
174,39.21,True,2026-08-31 23:43:32
175,46.29,False,2026-08-31 23:43:32
176,52.08,False,2026-08-31 23:43:32
177,52.06,False,2026-08-31 23:43:32
178,41.69,False,2026-08-31 23:43:33
179,85.6,True,2026-08-31 23:43:33
180,45.43,False,2026-08-31 23:43:33
181,49.89,False,2026-08-31 23:43:33
182,58.2,False,2026-08-31 23:43:33
183,44.45,False,2026-08-31 23:43:33
184,49.34,False,2026-08-31 23:43:33
185,53.81,False,2026-08-31 23:43:34
186,86.46,True,2026-08-31 23:43:34
187,51.43,False,2026-08-31 23:43:34
188,53.68,False,2026-08-31 23:43:34
189,44.69,False,2026-08-31 23:43:34
190,86.38,True,2026-08-31 23:43:34
191,81.44,True,2026-08-31 23:43:34
192,47.82,False,2026-08-31 23:43:35
193,44.6,False,2026-08-31 23:43:35
194,47.63,False,2026-08-31 23:43:35
195,56.21,False,2026-08-31 23:43:35
196,43.05,False,2026-08-31 23:43:35
197,48.41,False,2026-08-31 23:43:35
198,96.45,True,2026-08-31 23:43:35
199,56.29,False,2026-08-31 23:43:36
0,45.33,False,2026-09-01 00:04:37
1,40.3,True,2026-09-01 00:04:37
2,44.0,False,2026-09-01 00:04:37
3,49.69,False,2026-09-01 00:04:37
4,48.19,False,2026-09-01 00:04:38
5,52.7,False,2026-09-01 00:04:38
6,58.14,False,2026-09-01 00:04:38
7,88.24,True,2026-09-01 00:04:38
8,42.82,False,2026-09-01 00:04:38
9,50.57,False,2026-09-01 00:04:38
10,48.69,False,2026-09-01 00:04:39
11,48.88,False,2026-09-01 00:04:39
12,41.38,False,2026-09-01 00:04:39
13,44.29,False,2026-09-01 00:04:39
14,47.0,False,2026-09-01 00:04:39
15,53.2,False,2026-09-01 00:04:39
16,53.42,False,2026-09-01 00:04:39
17,50.3,False,2026-09-01 00:04:40
18,51.05,False,2026-09-01 00:04:40
19,56.9,False,2026-09-01 00:04:40
20,43.37,False,2026-09-01 00:04:40
21,51.28,False,2026-09-01 00:04:40
22,45.4,False,2026-09-01 00:04:40
23,48.34,False,2026-09-01 00:04:40
24,46.87,False,2026-09-01 00:04:41
25,46.42,False,2026-09-01 00:04:41
26,50.73,False,2026-09-01 00:04:41
27,44.98,False,2026-09-01 00:04:41
28,40.82,True,2026-09-01 00:04:41
29,56.17,False,2026-09-01 00:04:41
30,45.18,False,2026-09-01 00:04:41
31,40.28,True,2026-09-01 00:04:42
32,88.03,True,2026-09-01 00:04:42
33,48.42,False,2026-09-01 00:04:42
34,58.8,False,2026-09-01 00:04:42
35,40.52,True,2026-09-01 00:04:42
36,53.64,False,2026-09-01 00:04:42
37,56.4,False,2026-09-01 00:04:43
38,92.08,True,2026-09-01 00:04:43
39,39.24,True,2026-09-01 00:04:43
40,47.92,False,2026-09-01 00:04:43
41,63.0,True,2026-09-01 00:04:43
42,50.79,False,2026-09-01 00:04:43
43,56.24,False,2026-09-01 00:04:43
44,46.91,False,2026-09-01 00:04:44
45,42.7,False,2026-09-01 00:04:44
46,49.16,False,2026-09-01 00:04:44
47,93.78,True,2026-09-01 00:04:44
48,50.54,False,2026-09-01 00:04:44
49,46.92,False,2026-09-01 00:04:44
50,49.82,False,2026-09-01 00:04:44
51,89.25,True,2026-09-01 00:04:45
52,55.03,False,2026-09-01 00:04:45
53,50.1,False,2026-09-01 00:04:45
54,55.87,False,2026-09-01 00:04:45
55,48.77,False,2026-09-01 00:04:45
56,53.48,False,2026-09-01 00:04:45
57,46.24,False,2026-09-01 00:04:45
58,56.56,False,2026-09-01 00:04:46
59,45.65,False,2026-09-01 00:04:46
60,51.16,False,2026-09-01 00:04:46
61,47.37,False,2026-09-01 00:04:46
62,55.6,False,2026-09-01 00:04:46
63,53.63,False,2026-09-01 00:04:46
64,48.97,False,2026-09-01 00:04:46
65,89.23,True,2026-09-01 00:04:47
66,47.28,False,2026-09-01 00:04:47
67,50.53,False,2026-09-01 00:04:47
68,52.04,False,2026-09-01 00:04:47
69,41.76,False,2026-09-01 00:04:47
70,52.37,False,2026-09-01 00:04:47
71,48.54,False,2026-09-01 00:04:48
72,55.33,False,2026-09-01 00:04:48
73,55.63,False,2026-09-01 00:04:48
74,45.17,False,2026-09-01 00:04:48
75,49.7,False,2026-09-01 00:04:48
76,53.13,False,2026-09-01 00:04:48
77,80.31,True,2026-09-01 00:04:48
78,49.09,False,2026-09-01 00:04:49
79,48.57,False,2026-09-01 00:04:49
80,43.91,False,2026-09-01 00:04:49
81,55.36,False,2026-09-01 00:04:49
82,50.37,False,2026-09-01 00:04:49
83,48.82,False,2026-09-01 00:04:49
84,49.79,False,2026-09-01 00:04:49
85,49.57,False,2026-09-01 00:04:50
86,54.16,False,2026-09-01 00:04:50
87,45.65,False,2026-09-01 00:04:50
88,52.92,False,2026-09-01 00:04:50
89,46.01,False,2026-09-01 00:04:50
90,54.5,False,2026-09-01 00:04:50
91,46.27,False,2026-09-01 00:04:50
92,60.58,True,2026-09-01 00:04:51
93,43.11,False,2026-09-01 00:04:51
94,51.65,False,2026-09-01 00:04:51
95,51.89,False,2026-09-01 00:04:51
96,56.16,False,2026-09-01 00:04:51
97,43.98,False,2026-09-01 00:04:51
98,56.63,False,2026-09-01 00:04:51
99,47.32,False,2026-09-01 00:04:52
100,47.6,False,2026-09-01 00:04:52
101,55.44,False,2026-09-01 00:04:52
102,54.96,False,2026-09-01 00:04:52
103,53.25,False,2026-09-01 00:04:52
104,52.31,False,2026-09-01 00:04:52
105,56.63,False,2026-09-01 00:04:52
106,50.83,False,2026-09-01 00:04:53
107,49.11,False,2026-09-01 00:04:53
108,51.6,False,2026-09-01 00:04:53
109,53.92,False,2026-09-01 00:04:53
110,99.99,True,2026-09-01 00:04:53
111,52.67,False,2026-09-01 00:04:53
112,82.9,True,2026-09-01 00:04:53
113,53.78,False,2026-09-01 00:04:54
114,48.38,False,2026-09-01 00:04:54
115,55.57,False,2026-09-01 00:04:54
116,47.93,False,2026-09-01 00:04:54
117,96.39,True,2026-09-01 00:04:54
118,44.99,False,2026-09-01 00:04:54
119,49.11,False,2026-09-01 00:04:55
120,49.66,False,2026-09-01 00:04:55
121,91.89,True,2026-09-01 00:04:55
122,55.07,False,2026-09-01 00:04:55
123,84.63,True,2026-09-01 00:04:55
124,50.29,False,2026-09-01 00:04:55
125,42.52,False,2026-09-01 00:04:55
126,45.2,False,2026-09-01 00:04:56
127,51.05,False,2026-09-01 00:04:56
128,42.3,False,2026-09-01 00:04:56
129,57.88,False,2026-09-01 00:04:56
130,51.65,False,2026-09-01 00:04:56
131,55.01,False,2026-09-01 00:04:56
132,55.62,False,2026-09-01 00:04:56
133,43.57,False,2026-09-01 00:04:57
134,46.29,False,2026-09-01 00:04:57
135,52.95,False,2026-09-01 00:04:57
136,40.59,True,2026-09-01 00:04:57
137,51.27,False,2026-09-01 00:04:57
138,55.18,False,2026-09-01 00:04:57
139,41.51,False,2026-09-01 00:04:57
140,49.31,False,2026-09-01 00:04:58
141,48.99,False,2026-09-01 00:04:58
142,51.4,False,2026-09-01 00:04:58
143,86.13,True,2026-09-01 00:04:58
144,56.39,False,2026-09-01 00:04:58
145,53.71,False,2026-09-01 00:04:58
146,54.41,False,2026-09-01 00:04:58
147,50.44,False,2026-09-01 00:04:59
148,55.47,False,2026-09-01 00:04:59
149,47.16,False,2026-09-01 00:04:59
150,41.06,False,2026-09-01 00:04:59
151,60.21,True,2026-09-01 00:04:59
152,54.63,False,2026-09-01 00:04:59
153,82.57,True,2026-09-01 00:04:59
154,54.45,False,2026-09-01 00:05:00
155,45.33,False,2026-09-01 00:05:00
156,52.42,False,2026-09-01 00:05:00
157,47.33,False,2026-09-01 00:05:00
158,45.78,False,2026-09-01 00:05:00
159,55.6,False,2026-09-01 00:05:00
160,88.86,True,2026-09-01 00:05:01
161,87.37,True,2026-09-01 00:05:01
162,43.99,False,2026-09-01 00:05:01
163,49.16,False,2026-09-01 00:05:01
164,57.16,False,2026-09-01 00:05:01
165,48.12,False,2026-09-01 00:05:01
166,61.21,True,2026-09-01 00:05:01
167,45.56,False,2026-09-01 00:05:02
168,54.6,False,2026-09-01 00:05:02
169,58.92,False,2026-09-01 00:05:02
170,58.68,False,2026-09-01 00:05:02
171,49.9,False,2026-09-01 00:05:02
172,48.02,False,2026-09-01 00:05:02
173,42.45,False,2026-09-01 00:05:02
174,47.46,False,2026-09-01 00:05:03
175,48.93,False,2026-09-01 00:05:03
176,97.07,True,2026-09-01 00:05:03
177,54.8,False,2026-09-01 00:05:03
178,47.78,False,2026-09-01 00:05:03
179,48.54,False,2026-09-01 00:05:03
180,53.61,False,2026-09-01 00:05:03
181,47.35,False,2026-09-01 00:05:04
182,56.54,False,2026-09-01 00:05:04
183,46.86,False,2026-09-01 00:05:04
184,86.19,True,2026-09-01 00:05:04
185,42.36,False,2026-09-01 00:05:04
186,95.8,True,2026-09-01 00:05:04
187,47.1,False,2026-09-01 00:05:04
188,49.36,False,2026-09-01 00:05:05
189,43.44,False,2026-09-01 00:05:05
190,57.8,False,2026-09-01 00:05:05
191,54.42,False,2026-09-01 00:05:05
192,47.1,False,2026-09-01 00:05:05
193,56.83,False,2026-09-01 00:05:05
194,52.48,False,2026-09-01 00:05:06
195,45.33,False,2026-09-01 00:05:06
196,53.63,False,2026-09-01 00:05:06
197,54.67,False,2026-09-01 00:05:06
198,91.78,True,2026-09-01 00:05:06
199,47.56,False,2026-09-01 00:05:06
0,44.22,False,2026-09-01 00:10:23
1,42.51,False,2026-09-01 00:10:24
2,61.03,True,2026-09-01 00:10:24
3,49.77,False,2026-09-01 00:10:24
4,48.08,False,2026-09-01 00:10:24
5,40.7,True,2026-09-01 00:10:24
6,49.44,False,2026-09-01 00:10:24
7,52.65,False,2026-09-01 00:10:24
8,53.86,False,2026-09-01 00:10:25
9,49.94,False,2026-09-01 00:10:25
10,52.42,False,2026-09-01 00:10:25
11,45.97,False,2026-09-01 00:10:25
12,50.12,False,2026-09-01 00:10:25
13,56.71,False,2026-09-01 00:10:25
14,49.77,False,2026-09-01 00:10:25
15,40.24,True,2026-09-01 00:10:26
16,50.07,False,2026-09-01 00:10:26
17,56.08,False,2026-09-01 00:10:26
18,47.41,False,2026-09-01 00:10:26
19,80.11,True,2026-09-01 00:10:26
20,53.86,False,2026-09-01 00:10:26
21,49.22,False,2026-09-01 00:10:27
22,53.31,False,2026-09-01 00:10:27
23,47.72,False,2026-09-01 00:10:27
24,49.75,False,2026-09-01 00:10:27
25,82.8,True,2026-09-01 00:10:27
26,50.19,False,2026-09-01 00:10:27
27,43.63,False,2026-09-01 00:10:27
28,54.05,False,2026-09-01 00:10:28
29,55.26,False,2026-09-01 00:10:28
30,45.63,False,2026-09-01 00:10:28
31,41.07,False,2026-09-01 00:10:28
32,51.5,False,2026-09-01 00:10:28
33,53.45,False,2026-09-01 00:10:28
34,47.32,False,2026-09-01 00:10:28
35,55.44,False,2026-09-01 00:10:29
36,48.1,False,2026-09-01 00:10:29
37,53.76,False,2026-09-01 00:10:29
38,53.01,False,2026-09-01 00:10:29
39,49.04,False,2026-09-01 00:10:29
40,51.85,False,2026-09-01 00:10:29
41,51.52,False,2026-09-01 00:10:29
42,97.47,True,2026-09-01 00:10:30
43,54.7,False,2026-09-01 00:10:30
44,97.59,True,2026-09-01 00:10:30
45,43.85,False,2026-09-01 00:10:30
46,88.57,True,2026-09-01 00:10:30
47,54.82,False,2026-09-01 00:10:30
48,51.44,False,2026-09-01 00:10:30
49,52.8,False,2026-09-01 00:10:31
50,55.1,False,2026-09-01 00:10:31
51,58.33,False,2026-09-01 00:10:31
52,61.27,True,2026-09-01 00:10:31
53,39.62,True,2026-09-01 00:10:31
54,42.24,False,2026-09-01 00:10:31
55,53.6,False,2026-09-01 00:10:32
56,48.22,False,2026-09-01 00:10:32
57,48.32,False,2026-09-01 00:10:32
58,45.11,False,2026-09-01 00:10:32
59,88.59,True,2026-09-01 00:10:32
60,52.97,False,2026-09-01 00:10:32
61,43.3,False,2026-09-01 00:10:32
62,51.7,False,2026-09-01 00:10:33
63,52.61,False,2026-09-01 00:10:33
64,46.8,False,2026-09-01 00:10:33
